,id,0,1,Full Name,Team,starter
50,Jacoby Brissett,0.9909139,0.009086063,Jacoby Brissett,Cleveland Browns,0
51,Jordan Love,0.99139065,0.008609376,Jordan Love,Green Bay Packers,0
52,Trevor Siemian,0.9914837,0.008516314,Trevor Siemian,Chicago Bears,0
53,Ian Book,0.99198234,0.008017684,Ian Book,New Orleans Saints,0
54,Easton Stick,0.99198234,0.008017684,Easton Stick,Los Angeles Chargers,0
55,Kurt Benkert,0.99198234,0.008017684,Kurt Benkert,Green Bay Packers,0
56,Davis Webb,0.99198234,0.008017684,Davis Webb,New York Giants,0
57,Joe Flacco,0.9920543,0.007945726,Joe Flacco,New York Jets,0
58,Chad Henne,0.99212694,0.007873059,Chad Henne,Kansas City Chiefs,0
59,Tyrod Taylor,0.99212694,0.007873059,Tyrod Taylor,New York Giants,0
60,Malik Willis,0.99223095,0.0077690664,Malik Willis,Tennessee Titans,0
61,Matt Corral,0.99223095,0.0077690664,Matt Corral,Carolina Panthers,0
62,Desmond Ridder,0.99223095,0.0077690664,Desmond Ridder,Atlanta Falcons,0
63,C.J. Beathard,0.9923475,0.0076525267,C.J. Beathard,Jacksonville Jaguars,0
64,Andy Dalton,0.9926212,0.007378807,Andy Dalton,New Orleans Saints,0
65,Tyler Huntley,0.9927069,0.007293078,Tyler Huntley,Baltimore Ravens,0
66,Case Keenum,0.9928303,0.007169723,Case Keenum,Buffalo Bills,0
67,Nick Foles,0.9928303,0.007169723,Nick Foles,Indianapolis Colts,0
68,Chase Daniel,0.9928303,0.007169723,Chase Daniel,Los Angeles Chargers,0
69,Brian Hoyer,0.9928303,0.007169723,Brian Hoyer,New England Patriots,0
70,Josh Johnson,0.9928303,0.007169723,Josh Johnson,Denver Broncos,0
71,Baker Mayfield,0.99324054,0.006759451,Baker Mayfield,Cleveland Browns,0
72,Jeff Driskel,0.9934492,0.0065507833,Jeff Driskel,Houston Texans,0
73,Jimmy Garoppolo,0.9934492,0.0065507833,Jimmy Garoppolo,San Francisco 49ers,0
74,Kyle Allen,0.9934492,0.0065507833,Kyle Allen,Houston Texans,0
75,Kevin Hogan,0.993635,0.0063650124,Kevin Hogan,Houston Texans,0
76,Mike White,0.993635,0.0063650124,Mike White,New York Jets,0
77,Taylor Heinicke,0.993635,0.0063650124,Taylor Heinicke,Washington Commanders,0
78,Joshua Dobbs,0.993635,0.0063650124,Joshua Dobbs,Cleveland Browns,0
79,Kendall Hinton,0.993635,0.0063650124,Kendall Hinton,Denver Broncos,0
80,P.J. Walker,0.993635,0.0063650124,P.J. Walker,Carolina Panthers,0
81,Sam Ehlinger,0.993635,0.0063650124,Sam Ehlinger,Indianapolis Colts,0
82,Gardner Minshew,0.993635,0.0063650124,Gardner Minshew,Philadelphia Eagles,0
83,Matt Barkley,0.993635,0.0063650124,Matt Barkley,Buffalo Bills,0
84,Feleipe Franks,0.993635,0.0063650124,Feleipe Franks,Atlanta Falcons,0
85,John Wolford,0.993635,0.0063650124,John Wolford,Los Angeles Rams,0
86,Jake Fromm,0.993635,0.0063650124,Jake Fromm,New York Giants,0
87,David Blough,0.993635,0.0063650124,David Blough,Detroit Lions,0
88,Logan Woodside,0.993635,0.0063650124,Logan Woodside,Tennessee Titans,0
89,Nate Sudfeld,0.993635,0.0063650124,Nate Sudfeld,San Francisco 49ers,0
90,Tim Boyle,0.993635,0.0063650124,Tim Boyle,Detroit Lions,0
91,Nathan Peterman,0.993635,0.0063650124,Nathan Peterman,Chicago Bears,0
92,Brett Rypien,0.993635,0.0063650124,Brett Rypien,Denver Broncos,0
