,rb?,te?,age,max_ppg,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,Breakout Age,cdr,id,year
1212,0,1,26.4,3.9,0.0,2.158333333333333,0.0,7.32,,15.2,Ryan Izzo,2022.0
1213,0,1,28.8,,,,,,,9.3,Ryan Malleck,2022.0
1214,0,1,36.8,,,,,4.3,21.1,23.8,Scott Chandler,2022.0
1215,0,1,30.1,1.0,,1.0,0.0,,19.4,36.1,Scott Simonson,2022.0
1216,0,1,29.0,1.1,,0.55,0.0,,,7.5,Sean Culkin,2022.0
1217,0,1,34.5,,,,,,22.8,14.8,Sean McGrath,2022.0
1218,0,1,24.4,1.4111,1.4111,0.70555,0.0,,19.7,19.7,Sean McKeon,2022.0
1219,0,1,29.3,3.7,,1.85,0.0,4.4,,18.3,Seth Devalve,2022.0
1220,0,1,29.3,2.2647,2.2647,1.7136,0.0,,,12.4,Stephen Anderson,2022.0
1221,0,1,25.5,2.7,,1.4781,0.0,,20.7,28.1,Stephen Carlson,2022.0
1222,0,1,25.5,0.0,0.0,0.0,0.0,7.37,,9.2,Stephen Sullivan,2022.0
1223,0,1,24.9,12.1083,12.1083,9.921533333333334,0.0,1.08,21.2,24.0,T.J. Hockenson,2022.0
1224,0,1,27.5,1.1,0.0,0.5818333333333333,0.0,,20.8,22.6,Tanner Hudson,2022.0
1225,0,1,31.7,10.56,10.56,8.957933333333335,0.0,,23.0,,Taysom Hill,2022.0
1226,0,1,28.8,0.25,0.0,0.125,0.0,6.02,,14.4,Temarrick Hemingway,2022.0
1227,0,1,32.1,,,,,,,13.2,Timothy Wright,2022.0
1228,0,1,25.4,2.4,,2.4,0.0,7.26,,3.2,Tommy Stevens,2022.0
1229,0,1,26.9,3.9,1.4923,2.69615,0.0,7.14,21.2,19.6,Tommy Sweeney,2022.0
1230,0,1,22.0,3.3188,3.3188,3.3188,0.0,3.19,,8.2,Tommy Tremble,2022.0
1231,0,1,35.0,,,,,3.29,22.2,25.8,Tony Moeaki,2022.0
1232,0,1,25.1,0.0,0.0,0.0,0.0,,22.4,21.5,Tony Poljan,2022.0
1233,0,1,32.6,20.8507,16.425,17.725233333333335,1.0,3.01,22.9,27.6,Travis Kelce,2022.0
1234,0,1,23.4,0.9545,0.9545,0.9545,0.0,3.33,,11.3,Tre McKitty,2022.0
1235,0,1,26.7,2.3,0.5417,0.9889,0.0,4.19,,5.7,Trevon Wesco,2022.0
1236,0,1,30.6,6.4077,,4.6038499999999996,0.0,,21.9,15.4,Trey Burton,2022.0
1237,0,1,26.9,2.75,,2.675,0.0,5.19,21.2,19.9,Troy Fumagalli,2022.0
1238,0,1,29.7,,,,,2.2,21.0,16.8,Troy Niklas,2022.0
1239,0,1,26.8,8.1353,8.1353,4.303433333333333,0.0,5.2,21.1,24.1,Tyler Conklin,2022.0
1240,0,1,25.1,0.5769,0.5769,0.28845,0.0,6.27,21.4,14.7,Tyler Davis,2022.0
1241,0,1,31.7,6.5,,6.01335,0.0,1.21,21.0,26.9,Tyler Eifert,2022.0
1242,0,1,29.4,11.5,9.8,9.9489,0.0,4.12,22.7,15.6,Tyler Higbee,2022.0
1243,0,1,29.6,4.3667,4.3667,3.5522333333333336,0.0,3.21,20.9,11.5,Tyler Kroft,2022.0
1244,0,1,32.0,6.0,,3.8893,0.0,2.23,20.2,26.6,Vance McDonald,2022.0
1245,0,1,38.3,7.1,,7.1,0.0,1.06,21.6,35.9,Vernon Davis,2022.0
1246,0,1,31.0,,,,,4.24,23.2,22.9,Vince Mayle,2022.0
1247,0,1,33.8,2.3333,,2.11665,0.0,7.01,21.1,19.5,Virgil Green,2022.0
1248,0,1,25.9,12.3,3.34,6.486266666666666,0.0,4.2,,10.3,Will Dissly,2022.0
1249,0,1,30.6,,,,,,21.8,36.1,Will Tye,2022.0
1250,0,1,29.7,0.6,,0.6,0.0,,,13.1,Xavier Grimble,2022.0
1251,0,1,31.5,14.2,10.6294,10.624966666666667,0.0,2.03,21.8,31.8,Zach Ertz,2022.0
1252,0,1,25.7,2.1,2.1,1.1666666666666667,0.0,5.03,,15.6,Zach Gentry,2022.0
1253,0,1,37.6,,,,,2.06,20.7,18.1,Zach Miller,2022.0
1254,0,1,36.5,,,,,2.06,20.7,18.1,Zach Miller,2022.0
1255,0,1,33.1,,,,,,23.4,26.1,Zach Sudfeld,2022.0
0,1,0,23.7,,,,,,23.0,25.5,Abram Smith,
1,1,0,24.4,,,,,,20.7,19.9,B.J. Smith,
2,1,0,23.7,,,,,,23.0,25.0,BJ Baylor,
3,1,0,21.0,,,,,2.04,18.3,43.9,Breece Hall,
4,1,0,23.2,,,,,3.34,22.5,24.4,Brian Robinson,
5,1,0,24.6,,,,,7.28,19.9,16.9,Brittain Brown,
6,1,0,24.2,,,,,,20.4,33.0,Bryant Koback,
7,1,0,22.8,,,,,,19.1,25.6,C.J. Verdell,
8,1,0,23.2,,,,,,21.4,19.6,Cam'Ron Harris,
9,1,0,23.8,,,,,,21.0,29.2,Charles Williams,
10,1,0,23.4,,,,,6.3,19.6,12.0,Connor Heyward,
11,1,0,23.0,,,,,,21.3,40.4,D'Vonte Price,
12,1,0,22.3,,,,,4.02,21.5,21.7,Dameon Pierce,
13,1,0,23.2,,,,,,20.4,34.5,De'Montre Tuggle,
14,1,0,23.4,,,,,,19.7,30.1,Deandre Torrey,
15,1,0,24.8,,,,,,23.1,17.4,Deon McIntosh,
16,1,0,24.0,,,,,,22.2,28.7,Greg Bell,
17,1,0,22.5,,,,,4.26,20.8,28.4,Hassan Haskins,
18,1,0,20.8,,,,,4.18,18.1,23.7,Isaiah Spiller,
19,1,0,22.2,,,,,7.3,18.5,26.5,Isiah Pacheco,
20,1,0,22.7,,,,,2.31,21.0,16.0,James Cook,
21,1,0,21.8,,,,,,20.0,21.0,Jashaun Corbin,
22,1,0,23.6,,,,,,21.8,36.2,Jaylen Warren,
23,1,0,23.6,,,,,,,7.5,Jeremiah Hall,
24,1,0,22.7,,,,,5.13,22.0,30.3,Jerome Ford,
25,1,0,21.8,,,,,,19.0,17.4,Jerrion Ealy,
26,1,0,24.1,,,,,,18.4,24.6,Joshua Mack,
27,1,0,21.6,,,,,,17.9,44.1,Julius Chestnut,
28,1,0,22.6,,,,,6.23,19.9,20.1,Keaontay Ingram,
29,1,0,23.6,,,,,,20.9,22.0,Kennedy Brooks,
30,1,0,21.6,,,,,2.09,19.9,50.2,Kenneth Walker,
31,1,0,0.0,,,,,,,22.7,Kevin Brown,
32,1,0,21.5,,,,,6.04,18.8,31.1,Kevin Harris,
33,1,0,24.2,,,,,,20.4,17.0,Kevin Marks,
34,1,0,21.8,,,,,5.21,20.0,30.6,Kyren Williams,
35,1,0,24.6,,,,,,,8.2,L.D. Brown,
36,1,0,23.3,,,,,,21.5,34.3,Leddie Brown,
37,1,0,22.0,,,,,,20.3,14.4,Master Teague,
38,1,0,22.5,,,,,,18.8,32.6,Mataeo Durant,
39,1,0,22.1,,,,,,18.4,25.8,Max Borghi,
40,1,0,23.5,,,,,4.22,19.7,27.9,Pierre Strong,
41,1,0,23.4,,,,,3.27,21.7,37.8,Rachaad White,
42,1,0,0.0,,,,,,,28.0,Raheem Blackshear,
43,1,0,23.3,,,,,,19.6,31.2,Ronnie Rivers,
44,1,0,0.0,,,,,,,20.9,Shermari Jones,
45,1,0,21.7,,,,,,19.0,30.6,Sincere McCormick,
46,1,0,21.8,,,,,5.11,21.1,17.7,Snoop Conner,
47,1,0,23.4,,,,,,,11.0,Stephen Carr,
48,1,0,23.3,,,,,,,12.8,Stephon Huderson,
49,1,0,22.3,,,,,,20.5,15.4,T.J. Pledger,
50,1,0,23.4,,,,,6.25,,13.1,Trestan Ebner,
51,1,0,24.1,,,,,5.26,20.3,23.4,Ty Chandler,
52,1,0,22.1,,,,,5.08,20.4,35.8,Tyler Allgeier,
53,1,0,22.3,,,,,6.18,19.6,43.3,Tyler Badie,
54,1,0,21.6,,,,,,18.8,30.3,Tyler Goodson,
55,1,0,21.6,,,,,3.29,20.9,20.0,Tyrion Davis-Price,
56,1,0,23.4,,,,,,19.6,16.5,Vavae Malepeai,
57,1,0,23.4,,,,,,22.7,22.0,ZaQuandre White,
58,1,0,22.7,,,,,4.17,21.0,19.8,Zamir White,
59,1,0,23.5,,,,,7.38,,12.3,Zander Horvath,
60,1,0,21.1,,,,,,18.4,16.9,Zonovan Knight,
61,0,0,22.1,,,,,2.21,19.3,25.2,Alec Pierce,
62,0,0,23.0,,,,,7.08,20.3,39.6,Bo Melton,
63,0,0,23.4,,,,,,22.6,20.3,Braylon Sanders,
64,0,0,23.2,,,,,4.33,21.5,32.3,Calvin Austin,
65,0,0,24.1,,,,,,23.3,28.2,Calvin Jackson,
66,0,0,22.8,,,,,,22.1,26.9,Charleston Rambo,
67,0,0,21.9,,,,,1.11,19.2,31.8,Chris Olave,
68,0,0,23.1,,,,,2.02,20.3,44.0,Christian Watson,
69,0,0,25.0,,,,,,,13.2,Dahu Green,
70,0,0,23.6,,,,,,19.9,50.7,Dai'Jean Dixon,
71,0,0,23.2,,,,,3.41,22.4,27.0,Danny Gray,
72,0,0,23.0,,,,,7.12,21.3,27.4,Dareke Young,
73,0,0,21.5,,,,,3.35,18.7,35.1,David Bell,
74,0,0,24.7,,,,,,23.9,20.5,Dee Anderson,
75,0,0,25.1,,,,,,,11.0,Demetris Robertson,
76,0,0,21.9,,,,,,20.2,24.2,Devon Williams,
77,0,0,24.8,,,,,,24.0,36.2,Dontario Drummond,
78,0,0,20.9,,,,,1.08,18.1,34.9,Drake London,
79,0,0,23.0,,,,,,21.3,22.1,Emeka Emezie,
80,0,0,22.3,,,,,4.2,20.6,28.1,Erik Ezukanma,
81,0,0,21.9,,,,,1.1,20.1,29.4,Garrett Wilson,
82,0,0,21.2,,,,,2.2,18.5,18.9,George Pickens,
83,0,0,24.6,,,,,,21.9,43.1,Isaiah Weston,
84,0,0,22.2,,,,,1.16,20.5,44.3,Jahan Dotson,
85,0,0,22.7,,,,,,21.0,32.7,Jaivon Heiligh,
86,0,0,23.2,,,,,6.12,19.5,32.4,Jalen Nailor,
87,0,0,23.3,,,,,3.24,20.5,51.2,Jalen Tolbert,
88,0,0,0.0,,,,,,,11.0,Jalen Virgil,
89,0,0,21.2,,,,,1.12,20.4,31.1,Jameson Williams,
90,0,0,23.8,,,,,,22.1,35.7,Jaquarii Roberson,
91,0,0,0.0,,,,,,,40.9,Jequez Ezzard,
92,0,0,22.9,,,,,,20.2,29.2,Jerreth Sterns,
93,0,0,21.9,,,,,2.12,21.1,22.6,John Metchie,
94,0,0,23.0,,,,,,20.3,18.8,Johnny Johnson,
95,0,0,22.8,,,,,,21.1,33.7,Josh Johnson,
96,0,0,22.5,,,,,,18.7,30.0,Justyn Ross,
97,0,0,24.6,,,,,,,16.2,Kaylon Geiger,
98,0,0,0.0,,,,,,,30.6,Keith Corbin,
99,0,0,0.0,,,,,,,25.6,Kendric Pryor,
100,0,0,22.2,,,,,,21.4,23.8,Kevin Austin,
101,0,0,22.3,,,,,5.05,19.6,40.8,Khalil Shakir,
102,0,0,23.0,,,,,5.2,20.2,38.6,Kyle Philips,
103,0,0,0.0,,,,,,,40.1,Luke Little,
104,0,0,20.8,,,,,,19.1,22.8,Makai Polk,
105,0,0,24.5,,,,,,22.7,26.6,Mike Harley,
106,0,0,22.2,,,,,6.24,19.5,19.0,Mike Woods,
107,0,0,0.0,,,,,5.2,,33.1,Montrell Washington,
108,0,0,24.6,,,,,,20.9,33.4,Reggie Roberson,
109,0,0,22.1,,,,,4.27,19.4,32.9,Romeo Doubs,
110,0,0,24.2,,,,,7.37,21.5,35.0,Samori Toure,
111,0,0,21.7,,,,,2.22,20.0,44.8,Skyy Moore,
112,0,0,23.3,,,,,,,7.1,Slade Bolden,
113,0,0,22.1,,,,,,19.4,31.3,Tre Turner,
114,0,0,22.2,,,,,1.18,20.5,45.9,Treylon Burks,
115,0,0,23.3,,,,,,21.6,28.8,Ty Fryfogle,
116,0,0,22.8,,,,,2.18,20.1,37.5,Tyquan Thornton,
117,0,0,24.2,,,,,,,10.5,Tyson Morris,
118,0,0,25.1,,,,,3.07,24.3,22.7,Velus Jones,
119,0,0,21.4,,,,,2.11,18.7,37.3,Wan'Dale Robinson,
120,0,1,23.8,,,,,6.13,,10.7,Andrew Ogletree,
121,0,1,23.5,,,,,,21.8,20.0,Austin Allen,
122,0,1,22.1,,,,,,,5.5,Braden Galloway,
123,0,1,23.1,,,,,4.01,21.4,31.8,Cade Otton,
124,0,1,23.3,,,,,4.23,20.6,28.5,Charlie Kolar,
125,0,1,24.9,,,,,,,11.9,Chase Allen,
126,0,1,22.7,,,,,4.38,,15.7,Chig Okonkwo,
127,0,1,22.2,,,,,5.06,20.5,25.8,Cole Turner,
128,0,1,21.7,,,,,4.07,,16.2,Daniel Bellinger,
129,0,1,24.8,,,,,,24.1,27.2,Derrick Deese,
130,0,1,0.0,,,,,,,38.0,Gerrit Prince,
131,0,1,23.5,,,,,6.2,,12.9,Grant Calcaterra,
132,0,1,22.2,,,,,3.16,20.4,27.3,Greg Dulcich,
133,0,1,22.1,,,,,4.34,18.4,31.4,Isaiah Likely,
134,0,1,23.4,,,,,4.24,19.6,28.2,Jake Ferguson,
135,0,1,21.4,,,,,,18.7,23.3,Jalen Wydermyer,
136,0,1,22.8,,,,,5.34,21.1,17.4,James Mitchell,
137,0,1,23.6,,,,,3.09,22.9,34.6,Jelani Woods,
138,0,1,21.8,,,,,3.37,20.1,14.7,Jeremy Ruckert,
139,0,1,0.0,,,,,6.36,,5.0,John FitzPatrick,
140,0,1,24.3,,,,,6.41,,17.1,Ko Kieft,
141,0,1,23.9,,,,,,,11.6,Lucas Krull,
142,0,1,0.0,,,,,7.06,,13.6,Nick Muse,
143,0,1,23.1,,,,,,22.4,38.3,Peyton Hendershot,
144,0,1,24.1,,,,,,22.4,20.8,Rodney Williams,
145,0,1,0.0,,,,,,,6.9,Seth Green,
146,0,1,0.0,,,,,,,4.9,Stone Smartt,
147,0,1,22.2,,,,,5.27,,12.7,Teagan Quitoriano,
148,0,1,22.5,,,,,2.23,20.8,46.3,Trey McBride,
149,1,0,23.3,,,,,1.25,19.0,25.7,Travis Etienne,
