,y,starter,age,max_pts,last_pts,3_yr_trail_avg_fppg,hit_rate,Draft Pick,breakout_age,konami,supporting_cast,games_played_rate,id,year
44,0,1,28.799999999999997,312.0,312.0,18.166666666666668,0.6666666666666666,4.07,21.0,0.1875,0.384924301,0.7916666666666666,Kirk Cousins,2017
45,0,0,28.200000000000003,35.7,35.7,4.4,0.0,4.18,21.4,0.0,1.9794076242,0.4375,Landry Jones,2017
46,0,1,23.6,268.5,268.5,17.85,0.0,1.02,18.9,0.15,1.149503421,0.84375,Marcus Mariota,2017
47,0,0,35.1,72.0,17.6,7.433333333333333,0.0,7.16,,0.0,1.149503421,0.3125,Matt Cassel,2017
48,0,0,32.8,57.6,57.6,5.033333333333333,0.0,,22.1,0.0,1.1441696867,0.14583333333333334,Matt Moore,2017
49,0,1,32.1,350.4,350.4,18.633333333333333,0.3333333333333333,1.03,20.3,0.0,1.238299979,1.0,Matt Ryan,2017
50,0,1,29.299999999999997,302.4,288.0,17.733333333333334,0.3333333333333333,1.01,19.6,0.10416666666666667,0.425421046,1.0,Matthew Stafford,2017
51,0,0,27.5,166.4,7.0,11.9,0.0,3.11,21.7,0.0,0.382557265,0.4166666666666667,Mike Glennon,2017
52,0,1,22.8,,,,,1.02,22.0,,0.382557265,,Mitchell Trubisky,2017
53,0,0,23.7,,,,,6.12,19.9,,0.8253748931,,Nate Sudfeld,2017
54,0,0,23.1,,,,,5.28,21.3,,1.044655412,,Nathan Peterman,2017
55,0,0,28.4,129.6,28.0,13.233333333333334,0.0,3.25,20.6,0.030303030303030304,0.8253748931,0.4375,Nick Foles,2017
56,0,0,21.7,,,,,1.1,19.0,,1.1441696867,,Patrick Mahomes,2017
57,0,0,23.3,29.4,29.4,9.8,0.0,1.26,20.6,0.0,0.8033221049,0.1875,Paxton Lynch,2017
58,0,1,35.5,292.8,280.0,17.833333333333332,0.0,1.04,18.7,0.0,1.732971184,1.0,Philip Rivers,2017
59,1,1,28.5,344.0,275.2,19.866666666666664,0.6666666666666666,3.12,19.8,0.16666666666666666,0.277540434,1.0,Russell Wilson,2017
60,0,0,34.5,300.8,154.0,15.133333333333333,0.3333333333333333,7.36,20.8,0.09722222222222221,0.7543707696999999,0.875,Ryan Fitzpatrick,2017
61,0,0,29.0,74.9,-0.4,5.966666666666666,0.0,3.1,21.3,0.047619047619047616,0.3353696014,0.2916666666666667,Ryan Mallett,2017
62,0,0,29.6,226.5,226.5,15.0,0.0,1.01,19.8,0.0,0.9336590863,0.90625,Sam Bradford,2017
63,0,0,29.799999999999997,11.0,11.0,2.7,0.0,,22.0,0.0,0.3953166294,0.125,Scott Tolzien,2017
64,0,0,25.1,1.2,-0.3,0.44999999999999996,0.0,3.25,20.4,0.0,0.823807037,0.0625,Sean Mannion,2017
65,0,0,30.0,24.0,,3.8,0.0,5.21,23.3,0.0,1.044655412,0.15625,T.J. Yates,2017
66,0,0,24.2,,,,,,19.5,,1.0529708056,,Taylor Heinicke,2017
67,0,0,24.6,208.0,,13.7,0.0,1.32,18.8,0.13221153846153846,0.9336590863,0.90625,Teddy Bridgewater,2017
68,0,1,39.8,352.0,258.0,20.466666666666665,0.3333333333333333,6.33,21.1,0.0625,1.0529708056,0.9166666666666666,Tom Brady,2017
69,0,0,27.1,17.7,17.7,3.3000000000000003,0.0,4.35,23.4,0.0,0.7287257937999999,0.15625,Tom Savage,2017
70,0,1,25.4,196.0,196.0,6.95,0.0,,21.7,0.0,0.8033221049,0.46875,Trevor Siemian,2017
71,0,0,25.4,,,,,,18.7,,1.1441696867,,Tyler Bray,2017
72,0,1,27.799999999999997,274.4,273.0,12.5,0.0,6.15,20.1,0.22857142857142856,1.044655412,0.625,Tyrod Taylor,2017
0,0,0,27.7,57.4,2.6,4.75,0.0,5.24,21.0,0.0,0.43841489380000004,0.28125,A.J. McCarron,2018
1,1,1,34.5,382.4,135.8,20.7,0.75,1.24,19.8,0.10416666666666667,0.9203711711000001,0.8125,Aaron Rodgers,2018
2,0,1,34.1,300.0,300.0,17.433333333333334,0.0,1.01,19.3,0.17500000000000002,0.35202614,0.9583333333333334,Alex Smith,2018
3,1,1,28.700000000000003,368.0,,20.6,0.6666666666666666,1.01,20.0,0.06666666666666667,0.1647881491,0.6875,Andrew Luck,2018
4,0,1,30.6,268.8,222.4,16.666666666666668,0.0,2.03,20.9,0.16025641025641027,1.2658407537,0.9375,Andy Dalton,2018
5,0,1,23.1,,,,,1.01,18.4,,0.979294445,,Baker Mayfield,2018
6,1,1,36.3,305.6,270.0,18.5,0.25,1.11,19.5,0.023809523809523808,1.4347483159,0.8541666666666666,Ben Roethlisberger,2018
7,0,0,28.6,136.8,65.5,14.433333333333335,0.0,1.1,19.9,0.15277777777777776,0.391666609,0.3958333333333333,Blaine Gabbert,2018
8,0,1,26.4,332.8,256.0,18.133333333333336,0.25,1.03,20.7,0.14583333333333334,0.6828343385,1.0,Blake Bortles,2018
9,0,0,34.6,68.4,,11.4,0.0,1.22,26.9,0.16666666666666666,1.453912719,0.375,Brandon Weeden,2018
10,0,0,32.6,173.8,68.0,11.966666666666667,0.0,,,0.03333333333333333,0.6030633473,0.5625,Brian Hoyer,2018
11,0,0,27.5,184.5,69.0,13.033333333333333,0.0,2.25,20.8,0.14166666666666664,0.3597320288,0.6041666666666666,Brock Osweiler,2018
12,0,0,24.5,94.8,94.8,15.8,0.0,3.4,21.8,0.5,0.0572145041,0.375,C.J. Beathard,2018
13,0,1,29.1,398.4,313.6,20.7,0.5,1.01,21.3,0.4444444444444444,1.1435146175,0.9791666666666666,Cam Newton,2018
14,0,1,25.4,280.8,280.8,17.75,0.0,1.02,21.7,0.0625,0.613854431,0.90625,Carson Wentz,2018
15,0,1,30.299999999999997,243.0,243.0,12.433333333333332,0.0,,19.6,0.05555555555555556,0.282928595,0.625,Case Keenum,2018
16,0,0,32.9,162.0,-0.4,3.4666666666666672,0.0,2.26,20.2,0.0,1.882310745,0.375,Chad Henne,2018
17,0,0,24.2,,,,,7.35,21.4,,0.282928595,,Chad Kelly,2018
18,0,0,31.700000000000003,11.8,-0.2,0.13333333333333333,0.0,,19.9,0.0,0.210312202,0.08333333333333333,Chase Daniel,2018
19,0,0,25.1,77.4,3.9,4.95,0.0,3.31,20.3,0.0,0.6828343385,0.375,Cody Kessler,2018
20,0,0,31.799999999999997,66.0,,4.4,0.0,3.21,20.0,0.0,0.35202614,0.125,Colt McCoy,2018
21,0,1,24.8,291.2,273.6,17.65,0.0,4.37,20.1,0.375,1.121162168,1.0,Dak Prescott,2018
22,0,0,22.4,198.0,198.0,13.2,0.0,2.2,19.7,0.3333333333333333,0.9203711711000001,0.9375,DeShone Kizer,2018
23,0,0,35.0,50.5,0.6,1.5,0.0,6.39,19.2,0.0,0.43841489380000004,0.22916666666666666,Derek Anderson,2018
24,0,1,27.2,284.8,213.0,16.533333333333335,0.0,2.04,20.4,0.0,0.1514303575,0.9583333333333334,Derek Carr,2018
25,1,1,22.7,172.9,172.9,24.7,0.0,1.12,20.0,0.2857142857142857,1.453912719,0.4375,Deshaun Watson,2018
26,1,1,39.4,347.2,270.4,19.9,0.75,2.01,19.6,0.10555555555555556,2.4631804674,0.9791666666666666,Drew Brees,2018
27,0,1,37.4,300.8,201.0,15.733333333333333,0.25,1.01,20.7,0.022222222222222223,1.4860026805,0.9791666666666666,Eli Manning,2018
28,0,0,26.9,,,,,6.38,22.1,,1.1435146175,,Garrett Gilbert,2018
29,0,0,27.7,163.8,9.6,10.1,0.0,2.07,19.9,0.0,1.7302943713,0.10416666666666667,Geno Smith,2018
30,0,0,25.5,212.8,212.8,11.350000000000001,0.0,3.29,21.7,0.29166666666666663,0.1647881491,0.59375,Jacoby Brissett,2018
31,0,1,24.4,286.4,210.6,16.96666666666667,0.0,1.01,19.7,0.17147435897435895,0.9871694123,0.9375,Jameis Winston,2018
32,1,1,23.6,262.5,262.5,13.05,0.0,1.01,18.9,0.10476190476190475,2.7133516,0.6875,Jared Goff,2018
33,0,0,25.1,,,,,6.32,18.4,,1.2658407537,,Jeff Driskel,2018
34,0,1,26.6,91.8,91.8,7.0,0.0,2.3,19.8,0.05555555555555555,0.0572145041,0.3333333333333333,Jimmy Garoppolo,2018
35,0,1,33.4,275.2,196.8,15.033333333333331,0.0,1.18,21.6,0.1625,0.3011904777,0.875,Joe Flacco,2018
36,0,0,31.6,5.7,5.7,0.6666666666666666,0.0,6.3,21.8,0.0,1.453912719,0.1875,Joe Webb,2018
37,0,1,22.0,,,,,1.07,20.3,,0.43841489380000004,,Josh Allen,2018
38,0,0,32.1,2.0,,1.0,0.0,5.25,19.3,0.0,0.1514303575,0.125,Josh Johnson,2018
39,0,0,38.9,214.5,214.5,14.733333333333334,0.0,3.16,,0.16987179487179485,0.09808106330000001,0.5416666666666666,Josh McCown,2018
40,0,1,21.3,,,,,1.1,18.6,,1.1380384197,,Josh Rosen,2018
41,0,0,23.4,,,,,4.29,19.6,,1.4347483159,,Joshua Dobbs,2018
42,0,1,29.799999999999997,312.0,291.2,18.833333333333332,0.5,4.07,21.0,0.2708333333333333,0.950096483,1.0,Kirk Cousins,2018
43,0,0,22.2,,,,,,18.5,,1.1435146175,,Kyle Allen,2018
44,0,0,23.2,,,,,4.08,,,1.4860026805,,Kyle Lauletta,2018
45,0,0,21.4,,,,,1.32,18.7,,0.3011904777,,Lamar Jackson,2018
46,0,1,24.6,268.5,225.0,16.900000000000002,0.0,1.02,18.9,0.2111111111111111,0.391666609,0.875,Marcus Mariota,2018
47,0,0,31.6,150.3,,6.550000000000001,0.0,1.05,21.8,0.0,0.35202614,0.15625,Mark Sanchez,2018
48,0,0,27.7,84.7,,6.7,0.0,4.01,20.0,0.0,1.2658407537,0.3125,Matt Barkley,2018
49,0,0,36.1,72.0,4.4,5.2,0.0,7.16,,0.0,0.248624697,0.2916666666666667,Matt Cassel,2018
50,1,1,33.1,350.4,240.0,17.466666666666665,0.25,1.03,20.3,0.0,1.240182599,1.0,Matt Ryan,2018
51,0,0,37.0,30.6,,7.7,0.0,3.27,21.2,0.0,1.240182599,0.15625,Matt Schaub,2018
52,0,1,30.299999999999997,302.4,280.0,18.133333333333333,0.25,1.01,19.6,0.0625,0.248624697,1.0,Matthew Stafford,2018
53,0,0,28.5,166.4,38.8,9.833333333333334,0.0,3.11,21.7,0.0,1.1380384197,0.375,Mike Glennon,2018
54,0,1,23.8,139.2,139.2,11.6,0.0,1.02,22.0,0.16666666666666666,0.210312202,0.75,Mitchell Trubisky,2018
55,0,0,24.7,7.6,7.6,7.6,0.0,6.12,19.9,0.0,0.613854431,0.0625,Nate Sudfeld,2018
56,0,0,24.1,15.2,15.2,3.8,0.0,5.28,21.3,0.0,0.1514303575,0.25,Nathan Peterman,2018
57,0,0,29.4,129.6,35.7,9.533333333333333,0.0,3.25,20.6,0.030303030303030304,0.613854431,0.4166666666666667,Nick Foles,2018
58,0,0,23.2,,,,,,20.5,,0.0572145041,,Nick Mullens,2018
59,1,1,22.7,11.4,11.4,11.4,0.0,1.1,19.0,0.0,1.882310745,0.0625,Patrick Mahomes,2018
60,0,1,36.5,292.8,280.0,17.766666666666666,0.0,1.04,18.7,0.0,1.7302943713,1.0,Philip Rivers,2018
61,0,0,28.299999999999997,213.2,,15.149999999999999,0.0,1.02,18.6,0.2,0.3011904777,0.5625,Robert Griffin III,2018
62,1,1,29.5,355.2,355.2,20.3,0.75,3.12,19.8,0.10416666666666667,0.39660931,1.0,Russell Wilson,2018
63,0,0,35.5,300.8,76.8,14.200000000000001,0.25,7.36,20.8,0.041666666666666664,0.9871694123,0.75,Ryan Fitzpatrick,2018
64,0,1,29.9,291.2,,16.05,0.0,1.08,22.1,0.06971153846153846,0.3597320288,0.90625,Ryan Tannehill,2018
65,0,0,30.6,226.5,27.0,14.5,0.0,1.01,19.8,0.0,1.1380384197,0.6458333333333334,Sam Bradford,2018
66,0,1,21.0,,,,,1.03,19.3,,0.09808106330000001,,Sam Darnold,2018
67,0,0,26.1,5.0,5.0,0.6333333333333333,0.0,3.25,20.4,0.0,2.7133516,0.14583333333333334,Sean Mannion,2018
68,0,0,25.2,0.6,0.6,0.6,0.0,,19.5,0.0,1.1435146175,0.0625,Taylor Heinicke,2018
69,0,0,25.6,208.0,-1.3,5.85,0.0,1.32,18.8,0.09375,2.4631804674,0.53125,Teddy Bridgewater,2018
70,0,1,40.8,352.0,299.2,20.733333333333334,0.25,6.33,21.1,0.0625,0.6030633473,0.9166666666666666,Tom Brady,2018
71,0,0,28.799999999999997,274.4,226.5,17.633333333333333,0.0,6.15,20.1,0.31746031746031744,0.979294445,0.9166666666666666,Tyrod Taylor,2018
0,0,0,28.7,57.4,0.2,0.7000000000000001,0.0,5.24,21.0,0.0,1.411583048,0.22916666666666666,A.J. McCarron,2019
1,0,1,35.5,382.4,308.8,20.866666666666664,0.8,1.24,19.8,0.125,1.6655400967,0.8875,Aaron Rodgers,2019
2,0,0,31.6,8.0,,,0.0,,,,1.1231145789,0.0625,Alex Tanney,2019
3,0,1,31.6,268.8,185.9,15.866666666666667,0.0,2.03,20.9,0.08333333333333333,1.1498790899,0.9,Andy Dalton,2019
4,0,1,24.1,250.6,250.6,17.9,0.0,1.01,18.4,0.0,1.769267342,0.875,Baker Mayfield,2019
5,0,1,37.3,348.8,348.8,19.433333333333334,0.4,1.11,19.5,0.0863095238095238,0.7269112773999999,0.9125,Ben Roethlisberger,2019
6,0,0,27.4,332.8,184.6,15.933333333333332,0.2,1.03,20.7,0.12980769230769232,2.2585922193,0.9375,Blake Bortles,2019
7,0,0,26.7,,,,,6.26,21.0,,0.2987871706,,Brandon Allen,2019
8,0,0,26.0,133.1,,6.0,0.0,5.11,19.2,0.09090909090909091,0.785084413,0.46875,Brett Hundley,2019
9,0,0,33.6,173.8,-0.5,6.666666666666667,0.0,,,0.03333333333333333,0.5689515514,0.575,Brian Hoyer,2019
10,0,1,30.1,398.4,291.2,19.333333333333332,0.4,1.01,21.3,0.33134920634920634,0.9395197313,0.9375,Cam Newton,2019
11,0,1,26.4,280.8,198.0,17.833333333333332,0.0,1.02,21.7,0.041666666666666664,0.778733767,0.8333333333333334,Carson Wentz,2019
12,0,1,31.299999999999997,243.0,230.4,14.266666666666666,0.0,,19.6,0.09722222222222222,0.2406214888,0.6,Case Keenum,2019
13,0,0,32.7,31.6,31.6,2.766666666666667,0.0,,19.9,0.0,0.8752547502,0.125,Chase Daniel,2019
14,0,0,32.8,66.0,30.3,10.1,0.0,3.21,20.0,0.0,0.2406214888,0.20833333333333334,Colt McCoy,2019
15,1,1,25.8,291.2,289.6,17.8,0.0,4.37,20.1,0.375,1.3672748755,1.0,Dak Prescott,2019
16,0,0,22.0,,,,,1.06,19.3,,1.1231145789,,Daniel Jones,2019
17,0,0,23.8,,,,,,20.1,,0.90746441,,David Blough,2019
18,0,1,28.2,284.8,224.0,15.266666666666666,0.0,2.04,20.4,0.020833333333333332,0.9405057676,0.975,Derek Carr,2019
19,1,1,23.7,340.8,340.8,23.0,0.5,1.12,20.0,0.29910714285714285,1.411583048,0.71875,Deshaun Watson,2019
20,0,0,23.1,,,,,,,,0.7269112773999999,,Devlin Hodges,2019
21,0,1,40.4,347.2,307.5,19.7,0.8,2.01,19.6,0.1722222222222222,1.8311776282999999,0.975,Drew Brees,2019
22,0,0,21.6,,,,,2.1,18.8,,0.2987871706,,Drew Lock,2019
23,0,0,22.1,,,,,1.15,21.3,,0.2406214888,,Dwayne Haskins,2019
24,0,1,38.4,300.8,244.8,14.566666666666668,0.2,1.01,20.7,0.04305555555555555,1.1231145789,0.9875,Eli Manning,2019
25,0,0,23.0,,,,,6.05,21.3,,0.8273158045,,Gardner Minshew,2019
26,0,0,27.9,1.6,1.6,1.6,0.0,6.38,22.1,0.0,1.769267342,0.0625,Garrett Gilbert,2019
27,0,1,26.5,212.8,-0.8,7.500000000000001,0.0,3.29,21.7,0.19444444444444442,0.5689515514,0.4791666666666667,Jacoby Brissett,2019
28,1,1,25.4,286.4,210.1,17.366666666666667,0.0,1.01,19.7,0.07677738927738928,1.4759710513000002,0.875,Jameis Winston,2019
29,0,1,24.6,318.4,318.4,15.333333333333334,0.3333333333333333,1.01,18.9,0.1115079365079365,2.2585922193,0.7916666666666666,Jared Goff,2019
30,0,0,22.8,,,,,4.31,19.1,,0.4814857578,,Jarrett Stidham,2019
31,0,0,26.1,84.8,84.8,10.6,0.0,6.32,18.4,0.25,0.90746441,0.5,Jeff Driskel,2019
32,0,1,27.6,91.8,48.9,12.466666666666669,0.0,2.3,19.8,0.05555555555555555,1.2251278941,0.3,Jimmy Garoppolo,2019
33,0,1,34.4,275.2,143.1,14.6,0.0,1.18,21.6,0.0625,0.2987871706,0.8375,Joe Flacco,2019
34,0,1,23.0,218.4,218.4,18.2,0.0,1.07,20.3,0.6666666666666666,0.5556589212,0.75,Josh Allen,2019
35,0,0,39.9,214.5,24.8,11.299999999999999,0.0,3.16,,0.12820512820512822,0.778733767,0.5125,Josh McCown,2019
36,0,0,22.3,124.6,124.6,8.9,0.0,1.1,18.6,0.0,0.8038293556999999,0.875,Josh Rosen,2019
37,0,1,30.799999999999997,312.0,286.4,18.533333333333335,0.4,4.07,21.0,0.1875,1.1433455532,0.875,Kirk Cousins,2019
38,0,0,23.2,26.6,26.6,13.3,0.0,,18.5,0.5,0.9395197313,0.125,Kyle Allen,2019
39,0,1,21.8,,,,,1.01,21.1,,0.785084413,,Kyler Murray,2019
40,1,1,22.4,160.0,160.0,10.0,0.0,1.32,18.7,0.3125,0.5752644051,1.0,Lamar Jackson,2019
41,0,0,24.4,,,,,6.25,19.7,,0.3020582951,,Luke Falk,2019
42,0,1,25.6,268.5,183.4,15.333333333333334,0.0,1.02,18.9,0.2031746031746032,0.851660339,0.875,Marcus Mariota,2019
43,0,0,23.9,,,,,3.12,20.1,,0.7269112773999999,,Mason Rudolph,2019
44,0,0,28.7,84.7,21.1,16.6,0.0,4.01,20.0,0.0,0.5556589212,0.1875,Matt Barkley,2019
45,0,0,34.8,57.6,,13.0,0.0,,22.1,0.0,1.806034975,0.171875,Matt Moore,2019
46,0,1,34.1,356.8,356.8,19.733333333333334,0.4,1.03,20.3,0.0625,1.207519497,1.0,Matt Ryan,2019
47,0,0,38.0,30.6,0.0,0.05,0.0,3.27,21.2,0.0,1.207519497,0.140625,Matt Schaub,2019
48,0,1,31.299999999999997,302.4,222.4,16.466666666666665,0.2,1.01,19.6,0.041666666666666664,0.90746441,1.0,Matthew Stafford,2019
49,0,0,29.5,166.4,11.0,7.3999999999999995,0.0,3.11,21.7,0.0,0.9405057676,0.325,Mike Glennon,2019
50,0,1,24.8,267.4,267.4,15.350000000000001,0.0,1.02,22.0,0.19047619047619047,0.8752547502,0.8125,Mitchell Trubisky,2019
51,0,1,30.4,129.6,79.0,11.633333333333335,0.0,3.25,20.6,0.0,0.8273158045,0.4125,Nick Foles,2019
52,0,0,24.2,131.2,131.2,16.4,0.0,,20.5,0.0,1.2251278941,0.5,Nick Mullens,2019
53,0,1,23.7,427.2,427.2,19.05,0.5,1.1,19.0,0.0625,1.806034975,0.53125,Patrick Mahomes,2019
54,0,1,37.5,292.8,286.4,17.633333333333333,0.0,1.04,18.7,0.0,2.454905589,1.0,Philip Rivers,2019
55,0,0,29.299999999999997,213.2,0.8,7.15,0.0,1.02,18.6,0.2,0.5752644051,0.453125,Robert Griffin III,2019
56,1,1,30.5,355.2,304.0,19.466666666666665,0.8,3.12,19.8,0.08333333333333333,1.3292676854,1.0,Russell Wilson,2019
57,0,0,24.4,,,,,4.02,21.7,,1.1498790899,,Ryan Finley,2019
58,0,1,36.5,300.8,176.0,15.266666666666666,0.2,7.36,20.8,0.08333333333333333,0.8038293556999999,0.7,Ryan Fitzpatrick,2019
59,0,0,29.5,,,,,,22.8,,1.4759710513000002,,Ryan Griffin,2019
60,0,0,30.9,291.2,148.5,14.45,0.0,1.08,22.1,0.038461538461538464,0.851660339,0.875,Ryan Tannehill,2019
61,0,1,22.0,183.3,183.3,14.1,0.0,1.03,19.3,0.07692307692307693,0.3020582951,0.8125,Sam Darnold,2019
62,0,0,27.1,5.0,0.0,0.2333333333333333,0.0,3.25,20.4,0.0,1.1433455532,0.15625,Sean Mannion,2019
63,0,0,26.6,208.0,8.4,0.4,0.0,1.32,18.8,0.0,1.8311776282999999,0.53125,Teddy Bridgewater,2019
64,0,0,24.7,,,,,,,,1.6655400967,,Tim Boyle,2019
65,0,1,41.8,352.0,291.2,19.46666666666667,0.2,6.33,21.1,0.041666666666666664,0.4814857578,0.95,Tom Brady,2019
66,0,0,23.8,,,,,6.24,21.0,,0.5752644051,,Trace McSorley,2019
67,0,0,27.4,196.0,,13.35,0.0,,21.7,0.045454545454545456,0.3020582951,0.5416666666666666,Trevor Siemian,2019
68,0,0,29.799999999999997,274.4,43.6,14.733333333333333,0.0,6.15,20.1,0.3055555555555556,2.454905589,0.6125,Tyrod Taylor,2019
69,0,0,24.2,,,,,3.36,22.4,,0.9395197313,,Will Grier,2019
0,0,0,29.7,57.4,17.8,3.4333333333333336,0.0,5.24,21.0,0.16666666666666666,1.1363971377,0.203125,A.J. McCarron,2020
1,1,1,36.5,382.4,276.8,18.666666666666668,0.6666666666666666,1.24,19.8,0.0625,1.6447431918,0.90625,Aaron Rodgers,2020
2,0,0,36.1,300.0,,17.15,0.0,1.01,19.3,0.08333333333333334,0.1972780629,0.8875,Alex Smith,2020
3,0,0,32.6,268.8,213.2,15.733333333333333,0.0,2.03,20.9,0.10256410256410257,1.081859506,0.8854166666666666,Andy Dalton,2020
4,0,1,25.1,250.6,248.0,16.7,0.0,1.01,18.4,0.09375,1.3971281353,0.9375,Baker Mayfield,2020
5,0,0,23.5,,,,,7.17,,,1.081859506,,Ben DiNucci,2020
6,0,1,38.3,348.8,13.8,15.566666666666665,0.3333333333333333,1.11,19.5,0.0625,0.462750911,0.78125,Ben Roethlisberger,2020
