,id,0,1,Full Name,Team,starter
53,Blaine Gabbert,0.99273974,0.007260286,Blaine Gabbert,Tennessee Titans,0
54,Derek Anderson,0.9928303,0.007169723,Derek Anderson,Buffalo Bills,0
55,Ryan Fitzpatrick,0.9928303,0.007169723,Ryan Fitzpatrick,Tampa Bay Buccaneers,0
56,Brian Hoyer,0.9928303,0.007169723,Brian Hoyer,New England Patriots,0
57,Matt Cassel,0.9928303,0.007169723,Matt Cassel,Detroit Lions,0
58,Josh Johnson,0.9928303,0.007169723,Josh Johnson,Las Vegas Raiders,0
59,Matt Schaub,0.9928303,0.007169723,Matt Schaub,Atlanta Falcons,0
60,Sam Bradford,0.9934322,0.0065678013,Sam Bradford,Arizona Cardinals,0
61,Brock Osweiler,0.9934492,0.0065507833,Brock Osweiler,Miami Dolphins,0
62,Jeff Driskel,0.993635,0.0063650124,Jeff Driskel,Cincinnati Bengals,0
63,Colt McCoy,0.993635,0.0063650124,Colt McCoy,Washington Commanders,0
64,Chase Daniel,0.993635,0.0063650124,Chase Daniel,Chicago Bears,0
65,Matt Barkley,0.993635,0.0063650124,Matt Barkley,Cincinnati Bengals,0
66,Cody Kessler,0.993635,0.0063650124,Cody Kessler,Jacksonville Jaguars,0
67,Chad Kelly,0.993635,0.0063650124,Chad Kelly,Denver Broncos,0
68,Geno Smith,0.993635,0.0063650124,Geno Smith,Los Angeles Chargers,0
69,Nathan Peterman,0.993635,0.0063650124,Nathan Peterman,Las Vegas Raiders,0
70,Nick Foles,0.993635,0.0063650124,Nick Foles,Philadelphia Eagles,0
71,A.J. McCarron,0.993635,0.0063650124,A.J. McCarron,Buffalo Bills,0
