,id_x,firstName,lastName,adp,projectedPoints,positionRank,slotName,teamName,lineupStatus,byeWeek
607,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
600,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
599,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
598,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
597,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
596,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
541,b1237a42-3815-453d-8ac5-c3a1692c1f66,Lucas,Krull,-,2.4395603570855715,,TE,New Orleans Saints,,
594,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
593,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
601,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
602,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
603,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
604,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
605,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
606,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
622,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
608,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
615,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
609,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
618,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
619,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
620,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
616,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
621,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
614,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
613,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
612,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
611,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
610,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
617,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.4395603570855715,,QB,Denver Broncos,,
1169,94eebacc-e0e1-4be6-83ea-24407f2deaf1,Patrick,Taylor,-,2.434326237085571,,RB,Green Bay Packers,,
462,92c208c0-fcf3-404b-b581-3676f41c246e,Ryan,Izzo,-,2.4152124970855713,,TE,Tennessee Titans,,
1158,03fb9aa2-07cb-4448-85a7-ff8e4320fd0c,Kurt,Benkert,-,2.4053052000000004,,QB,Green Bay Packers,,
574,a1b97de7-bc92-40b3-8d75-f3ce333db512,Easton,Stick,-,2.4053052000000004,,QB,Los Angeles Chargers,,
1146,9bc486fd-fa66-41db-8603-df82bdaedd3f,Davis,Webb,-,2.4053052000000004,,QB,NY Giants,,
1102,b1cc127a-36fb-41bd-8e27-592fbe9e985d,Ian,Book,-,2.4053052000000004,,QB,New Orleans Saints,,
511,1d12f563-1212-498f-a009-74df5225a0ff,Lil'Jordan,Humphrey,-,2.3904664970855714,,WR,New Orleans Saints,,
514,8e2f0649-dfd7-4a3f-bacf-538be05d24eb,J.J.,Taylor,-,2.3863630170855714,,RB,New England Patriots,,
404,8cb7ea9a-b34d-4e9d-9a2b-7d08868ac2e9,Joe,Flacco,-,2.3837178,,QB,NY Jets,,
1105,45c92442-91a9-4248-bb7b-042bb54342c7,Seth,Green,-,2.3659812970855714,,TE,Houston Texans,,
1133,9fab6961-4089-4fd4-adb0-64176dc8c6b9,Stone,Smartt,-,2.3659812970855714,,TE,Los Angeles Chargers,,
1176,c9b3edf5-38c0-4061-8206-0ffe0c8c676f,Chad,Henne,-,2.3619177,,QB,Kansas City Chiefs,,
387,952a8e48-a1db-4bcc-8784-357e078449f8,Tyrod,Taylor,216,2.3619177,QB50,QB,NY Giants,,
397,bd940fd5-161e-4a1c-8a79-9a7815593833,Cam,Sims,-,2.361261497085571,,WR,Washington Commanders,,
1174,cba1f18e-14ba-48ed-8ad7-fb99e324aa5d,Nick,Bawden,-,2.350564377085571,,RB,NY Jets,,
367,dfc10367-d340-42c5-a786-5449b709d04e,Justin,Watson,216,2.338197337085571,WR153,WR,Kansas City Chiefs,,
428,2123fdc3-99b4-4d95-bbad-f9e84f522999,Steven,Sims,-,2.3310840970855713,,WR,Pittsburgh Steelers,,
252,5ae48001-682d-4a57-a20c-f17770a35503,Matt,Corral,215.6,2.33071992,QB32,QB,Carolina Panthers,,
263,5fec0337-3153-445e-a2e7-eb746076e81c,Desmond,Ridder,215.8,2.33071992,QB35,QB,Atlanta Falcons,,
278,1c6b4dcf-dcce-4c03-b0c1-2cd49b7f7db7,Malik,Willis,215.8,2.33071992,QB38,QB,Tennessee Titans,,
346,b9372a4f-cb29-4763-b377-829a9310ab0f,Anthony,Firkser,216,2.3217033370855713,TE53,TE,Atlanta Falcons,,
589,624f25d6-d5c3-47a3-8237-7063bcb006ef,Kevin,White,-,2.3205188970855715,,WR,New Orleans Saints,,
463,67e37081-ca82-49be-8dbb-8b6a9a7ed121,John,Hightower,-,2.304374697085571,,WR,Philadelphia Eagles,,
1096,af1d653e-b119-4067-8a83-06883cae76ad,Richard,Rodgers,-,2.297786657085571,,TE,Philadelphia Eagles,,
415,76af0349-e9fa-4484-b615-f1a33b2dbc3f,C.J.,Beathard,-,2.2957580099999997,,QB,Jacksonville Jaguars,,
523,cff9df7a-02fc-4af1-9eb2-a219c3a29682,Joe,Reed,-,2.2878747770855714,,WR,Los Angeles Chargers,,
1131,197322c0-b970-4295-9343-8622b0257ced,Deon,Cain,-,2.2878747770855714,,WR,Philadelphia Eagles,,
1147,9ca38838-dfc7-4fb5-85ba-290a07c5d4d8,Zach,Gentry,-,2.2878747770855714,,TE,Pittsburgh Steelers,,
374,8e2326a4-c6d8-4ee7-8ec8-92e7db9cb030,Montrell,Washington,216,2.280796697085571,WR153,WR,Denver Broncos,,
384,7b5f1faa-1e54-4fd0-92dd-87ca13bdf2a5,Ray-Ray,McCloud,216,2.2793580170855714,WR165,WR,San Francisco 49ers,,
568,d9b3e24e-461a-408e-94c0-b8ee7b376bd8,Andre,Roberts,-,2.265496637085571,,WR,Los Angeles Chargers,,
401,916fdd85-fd9b-4d25-b2d9-1f83ed11345b,Damiere,Byrd,-,2.260136117085571,,WR,Atlanta Falcons,,
1163,7c649c4d-2bdc-41e0-93be-06e360e42182,Javon,Wims,-,2.250165617085571,,WR,Cleveland Browns,,
326,6d4fe85a-7c04-42e3-9e9c-b55b5103f152,Jordan,Thomas,216,2.250165617085571,TE49,TE,,,
383,9949debe-381c-413d-aa45-01862355b3d8,Noah,Brown,216,2.250165617085571,WR165,WR,Dallas Cowboys,,
124,5a7aed3a-cf5c-47ae-ba6a-ea502a31c8c5,Rob,Gronkowski,124.5,2.2418710970855713,TE11,TE,Tampa Bay Buccaneers,,
1092,5fc537b0-2be1-41d6-8b7c-a084116e6b28,Tommy,Sweeney,-,2.2383011770855714,,TE,Buffalo Bills,,
516,f07cea92-16ee-4de4-adbb-f8702f96145e,Ben,Skowronek,-,2.2383011770855714,,WR,Los Angeles Rams,,
425,38c2b655-3d9c-4635-8617-61028eeb8a05,Andy,Dalton,-,2.2136421,,QB,New Orleans Saints,,
1143,3ab687f9-4eef-4ed2-8521-149d7f8faf45,Elijah,Holyfield,-,2.206619017085571,,RB,Cincinnati Bengals,,
467,c89b874e-acb0-4e79-b710-d48d4b511c13,Alec,Ingold,-,2.2013075570855714,,RB,Miami Dolphins,,
485,b462b750-c575-43bd-9bfd-5ac01e2973c7,Gabe,Nabers,-,2.2013075570855714,,RB,Los Angeles Chargers,,
505,1c9140fd-bda2-4a43-b54e-bf888ab6cc6f,Jakob,Johnson,-,2.2013075570855714,,RB,Las Vegas Raiders,,
242,6373c2cc-71b4-4693-be65-904f43e9caa4,Jauan,Jennings,215.4,2.1999794970855713,WR110,WR,San Francisco 49ers,,
507,4949da74-661c-4e1c-9505-0a56c351a028,Ryan,Griffin,-,2.1903777770855712,,TE,Chicago Bears,,
509,c45f6fbf-9e3d-434c-8963-7f1a29036aa9,Ryan,Griffin,-,2.1903777770855712,,QB,Tampa Bay Buccaneers,,
300,05d96c4c-4fa8-4a78-814f-1bca2641097a,Tyler,Huntley,215.9,2.1879234,QB43,QB,Baltimore Ravens,,
522,1e1d2409-33c3-46f7-96f6-9d23a588c13e,Tyrie,Cleveland,-,2.1836262570855713,,WR,Denver Broncos,,
1088,ddef5fed-6b61-4982-b1ec-d0b4ac3aed0f,Stephen,Sullivan,-,2.176278297085571,,TE,Carolina Panthers,,
341,9c3d3394-8532-4fe4-8752-0ecafbc20b93,Jason,Huntley,216,2.163938657085571,RB103,RB,Philadelphia Eagles,,
483,147f67a0-ad6d-456c-b298-5c294cf0d2b6,Gary,Brightwell,-,2.163938657085571,,RB,NY Giants,,
1095,ce627f68-7fb9-4d82-8538-bb22640b614f,John,Kelly,-,2.163938657085571,,RB,Cleveland Browns,,
1152,c2a64623-b2c3-44b6-b100-091ac0617edb,Sean,McKeon,-,2.153826257085571,,TE,Dallas Cowboys,,
499,ba201731-09c2-4463-891c-aa5204673eb0,Chase,Daniel,-,2.1509169,,QB,Los Angeles Chargers,,
441,1fb2d5a9-a605-4d1b-aa06-6608ca3ba539,Nick,Foles,-,2.1509169,,QB,Chicago Bears,,
561,9c6a67c0-156e-41ec-8d28-5de0dcbf94e2,Case,Keenum,-,2.1509169,,QB,Buffalo Bills,,
973,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,2.1509169,,RB,Seattle Seahawks,,
550,56714310-87f3-4f38-89ac-475b205d09e5,Brian,Hoyer,-,2.1509169,,QB,New England Patriots,,
810,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,2.1509169,,WR,Detroit Lions,,
647,fa024a0b-ef6a-4f04-9392-a7a3ed4f7b15,Josh,Johnson,-,2.1509169,,QB,Denver Broncos,,
398,6b387cb3-80b5-4caf-bf43-2e12f1ec2600,Tyron,Johnson,-,2.140242117085571,,WR,Las Vegas Raiders,,
479,43aee014-4f62-4082-9c42-68622ff9830a,Trayveon,Williams,-,2.130283537085571,,RB,Cincinnati Bengals,,
487,6ec2ea22-b443-470c-b348-de3ffa1f05e3,Brandon,Zylstra,-,2.1191316970855714,,WR,Carolina Panthers,,
435,9cdedc56-7ecb-483c-a7fa-0fdee216d4f1,Pharaoh,Brown,-,2.1191316970855714,,TE,Houston Texans,,
465,04ca3e5b-cbd4-48b1-9a5b-856106fb8b27,Khadarel,Hodge,-,2.1191316970855714,,WR,Atlanta Falcons,,
1085,da99f67f-53fc-4231-b530-0d4f7065730a,Damarea,Crockett,-,2.1163038370855713,,RB,Denver Broncos,,
553,b8cb5fcb-1f49-48e4-a3e7-19281dad8cc5,Penny,Hart,-,2.110340437085571,,WR,Seattle Seahawks,,
1162,765cf1a5-fbb2-4846-83c8-7cd7213dbbdd,Tom,Kennedy,-,2.1094217370855715,,WR,Detroit Lions,,
1113,883a1b13-7b4e-47db-896a-e15ba6404712,Trinity,Benson,-,2.1094217370855715,,WR,Detroit Lions,,
489,2c4a4205-a899-493b-ac49-f941e8808ce9,Blake,Bell,-,2.1048114570855714,,TE,Kansas City Chiefs,,
298,9b2393e6-ad7e-4e24-b23b-a8e2a429cee3,Olamide,Zaccheaus,215.9,2.087851177085571,WR131,WR,Atlanta Falcons,,
575,a5f7785c-5426-4188-8a73-22909ed6644b,Kristian,Wilkerson,-,2.085233557085571,,WR,New England Patriots,,
333,166d75a1-8986-4f50-9574-42f19c0ff0d0,KeeSean,Johnson,216,2.0800729970855714,WR138,WR,San Francisco 49ers,,
567,32b10f5f-81ab-4942-a058-aaebbf713448,Jeremy,Sprinkle,-,2.0800729970855714,,TE,Dallas Cowboys,,
569,fd466eb1-d1d3-4963-9621-f47f2b3c19d2,Taiwan,Jones,-,2.079472157085571,,RB,Buffalo Bills,,
215,6b01f873-0413-4025-ad79-853feecf0d2f,Cameron,Brate,212.4,2.0702028570855715,TE30,TE,Tampa Bay Buccaneers,,
386,ce5892f8-7d6f-4458-a9c7-cc7c60eaa804,Jacob,Harris,216,2.0684941570855715,TE62,TE,Los Angeles Rams,,
1164,7c89068a-293b-47fa-a7cb-a404244ef114,Brycen,Hopkins,-,2.0684941570855715,,TE,Los Angeles Rams,,
551,b7ef94e2-8076-4879-a3d4-073041b653b7,Antonio,Gandy-Golden,-,2.0684941570855715,,WR,Washington Commanders,,
570,2a9f2c6a-dd12-41c6-bc2e-247eac5960c0,Trevon,Wesco,-,2.062438417085571,,TE,NY Jets,,
549,c82a6ae3-e306-4afb-9600-06becc226388,Eric,Saubert,-,2.0594693570855713,,TE,Denver Broncos,,
488,02736a4e-dd8a-4358-927f-10eed5d38e09,Nick,Muse,-,2.0567065370855713,,TE,Minnesota Vikings,,
481,1f42eb4f-9035-414b-858d-29e50e8d6f5d,Geoff,Swaim,-,2.055696517085571,,TE,Tennessee Titans,,
1126,21d76314-f6e1-4e06-bd97-9bcda3c898b6,Nate,McCrary,-,2.0552926570855714,,RB,Baltimore Ravens,,
1173,70a672f9-d8f1-4722-a562-f1653cc12351,Jason,Moore,-,2.0387954970855713,,WR,Los Angeles Chargers,,
556,3c92852d-4d55-405d-a91a-df6f5c8e00c1,Colby,Parkinson,-,2.038154977085571,,TE,Seattle Seahawks,,
257,cf560b29-9b9c-4de8-8d47-1fa4c3b795f2,Baker,Mayfield,215.7,2.0278353,QB34,QB,Cleveland Browns,,
285,e1152099-d071-41f6-842d-90cf1918db22,Tony,Jones,215.9,2.0026657570855715,RB85,RB,New Orleans Saints,,
501,769254a4-79e0-45a9-b73a-c84ee5cdc066,Mike,Boone,-,1.9965774770855713,,RB,Denver Broncos,,
356,d2401b94-0ace-4e2c-a5af-50eb8b689196,Scott,Miller,216,1.9892939770855713,WR153,WR,Tampa Bay Buccaneers,,
420,d0ab52e2-6584-4ec3-aba9-f0e4712c4e1b,Kylin,Hill,-,1.9746803570855713,,RB,Green Bay Packers,,
536,6149e25c-b836-4dc4-aeb6-46e5b48aa24e,Trenton,Cannon,-,1.9746803570855713,,RB,Tennessee Titans,,
564,15beef62-9069-47da-8692-a9bf3f55c120,Dwayne,Washington,-,1.9746803570855713,,RB,New Orleans Saints,,
515,4a250845-5657-4ada-93c8-b236cfb16f6b,Jake,Funk,-,1.9746803570855713,,RB,Los Angeles Rams,,
1119,1432e69c-de5f-4e8c-9121-dd0b4b93da21,Luke,Stocker,-,1.9708353970855712,,TE,Minnesota Vikings,,
442,656c5c36-17eb-4c6b-bf33-d81af0a58a36,Jeff,Driskel,-,1.96523499,,TE,Houston Texans,,
268,21c4a702-4751-43da-b0ca-bf329794c4ed,Jimmy,Garoppolo,215.8,1.96523499,QB36,QB,San Francisco 49ers,,
423,65c2ded2-5b46-463d-ad47-9675b1bf7feb,Kyle,Allen,-,1.96523499,,QB,Houston Texans,,
388,25c5a544-0cdb-4d48-96c2-079e5ca1a177,Marken,Michel,216,1.9648945370855713,WR165,WR,Washington Commanders,,
544,56209696-33aa-4897-b29c-579878ac8e00,Hunter,Bryant,-,1.9634072570855712,,TE,,,
1109,d2abee58-f354-4b08-a651-8171c1fabf5a,Matt,Sokol,-,1.9600027570855714,,TE,Detroit Lions,,
1122,11f47081-2d99-49fc-86c8-17f3f22ba4df,Alex,Ellis,-,1.9600027570855714,,TE,Arizona Cardinals,,
1179,4f078f7a-531e-4ef0-b9ce-c4d313073656,Austin,Mack,-,1.9600027570855714,,WR,San Francisco 49ers,,
368,d22bf9c1-1a41-4206-a97c-54e93c71a315,Mike,Strachan,216,1.9485575370855712,WR153,WR,Indianapolis Colts,,
530,f23c3ad1-7ab7-4e7a-a707-d85d7c87ad42,Trent,Sherfield,-,1.9415213970855714,,WR,Miami Dolphins,,
431,c77bc6cb-1392-41e0-ba98-c734d7ee2b37,Ross,Dwelley,-,1.9415213970855714,,TE,San Francisco 49ers,,
460,acaea90e-9e71-4b71-ade5-49dfb07114d2,Jeff,Smith,-,1.9415213970855714,,WR,NY Jets,,
426,ee2fd14d-0811-4024-a635-14c971a3d6c0,Marquez,Stevenson,-,1.9360523970855712,,WR,Buffalo Bills,,
325,1868d1de-354a-40f1-8217-197df6636701,Simi,Fehoko,216,1.9360523970855712,WR136,WR,Dallas Cowboys,,
370,6252b58e-c7e2-4ba3-9eab-adaf36c30e99,Daurice,Fountain,216,1.9360523970855712,WR153,WR,Kansas City Chiefs,,
354,5e2256cd-2893-40a6-a1d4-9a7e40faf7c3,Tyler,Davis,216,1.9360523970855712,TE53,TE,Green Bay Packers,,
1181,4fc44d36-7358-4b3e-8e1e-dea52b67ab81,Jalen,Camp,-,1.9360523970855712,,WR,Houston Texans,,
486,8452d03b-db24-404d-96b7-0573018a2649,Frank,Darby,-,1.9360523970855712,,WR,Atlanta Falcons,,
576,8fdbb341-ca6b-4c07-ac79-971a1baebb32,Isaiah,Coulter,-,1.9346636570855713,,WR,Chicago Bears,,
543,d54b52be-df94-4213-9a50-0fa1b4514239,Charlie,Woerner,-,1.9314848570855712,,TE,San Francisco 49ers,,
1161,7604a7c0-7ad2-43e3-b239-614628ce1422,Racey,McMath,-,1.9301117770855714,,WR,Tennessee Titans,,
1134,b580150a-478c-4d8d-acf1-2b65a4fa8e95,Tanner,Gentry,-,1.9271775370855713,,WR,Buffalo Bills,,
469,db2373b3-1c24-49fa-868f-50d191f526b9,Jaelon,Darden,-,1.9240625570855712,,WR,Tampa Bay Buccaneers,,
1121,d5013daa-abf6-4171-91e9-f070d6980e93,Kenjon,Barner,-,1.9131048170855713,,RB,Tampa Bay Buccaneers,,
558,49d4e911-17ff-4edf-854e-cae3810c63a6,Joshua,Dobbs,-,1.90950372,,QB,Cleveland Browns,,
1141,3e17429b-0cd1-4d62-acc0-ee3279438905,Kevin,Hogan,-,1.90950372,,QB,Tennessee Titans,,
552,8a92020f-f3bc-4492-8a2a-85c9af36dfd1,David,Blough,-,1.90950372,,QB,Detroit Lions,,
565,c0aef2c7-c70d-4394-8ef3-4124bd1780ae,Logan,Woodside,-,1.90950372,,QB,Tennessee Titans,,
1188,e2f7abbc-7cff-4bc0-bc9e-a40f1cf66025,Kendall,Hinton,-,1.90950372,,WR,Denver Broncos,,
560,72decebe-1b36-4d3f-9177-d6643541b9b0,Nathan,Peterman,-,1.90950372,,QB,,,
495,e20566bb-d8d1-419e-9b6a-7c21bb764293,Brett,Rypien,-,1.90950372,,QB,Denver Broncos,,
582,1045c047-9312-4d4e-9603-e2fa2be7ae10,Jake,Fromm,-,1.90950372,,QB,NY Giants,,
521,6c0fc167-e014-46c8-a4ba-ebd89eda96e6,Feleipe,Franks,-,1.90950372,,QB,Atlanta Falcons,,
449,7241c358-9473-4d2a-9477-289ef0814e59,Sam,Ehlinger,-,1.90950372,,QB,Indianapolis Colts,,
502,886315ec-ed92-4520-8679-1658d9b71415,John,Wolford,-,1.90950372,,QB,Los Angeles Rams,,
519,2bdfaa7d-0b5a-4725-b1ec-d7b161f219c0,Matt,Barkley,-,1.90950372,,QB,Buffalo Bills,,
583,5956c0ce-b3b0-448d-897f-8dd79145381e,Tim,Boyle,-,1.90950372,,QB,Detroit Lions,,
416,9e9d7341-d39f-4050-a241-1393bee6389c,Taylor,Heinicke,-,1.90950372,,QB,Washington Commanders,,
1103,4a984133-e62b-4001-997d-06648252a185,Nate,Sudfeld,-,1.90950372,,QB,San Francisco 49ers,,
577,9091b15d-c86e-4da4-b920-fb0b97ecea58,Mike,White,-,1.90950372,,QB,NY Jets,,
406,c952dafb-3a77-4a3e-a89c-4e033d1ba0f8,Gardner,Minshew,-,1.90950372,,QB,Philadelphia Eagles,,
247,f484c609-34e6-4f6c-b873-89edd75f3c0a,Tylan,Wallace,215.5,1.8965808970855713,WR112,WR,Baltimore Ravens,,
987,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
986,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
988,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
989,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
990,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
991,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
992,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
995,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
993,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
994,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
996,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
997,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
998,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
999,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1000,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1001,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
985,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
915,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,1.8937260770855713,,WR,Detroit Lions,,
490,970844b4-a80e-4e20-9834-04ac87338dae,Ryan,Nall,-,1.8937260770855713,,RB,Dallas Cowboys,,
914,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,1.8937260770855713,,WR,Detroit Lions,,
975,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
976,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
977,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
916,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,1.8937260770855713,,WR,Detroit Lions,,
917,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,1.8937260770855713,,WR,Detroit Lions,,
918,45ab425b-f1aa-4cda-b255-8790ee1ded8e,Josh,Johnson,-,1.8937260770855713,,WR,Detroit Lions,,
529,8c3c632b-ee27-4931-9bb3-265220035c6e,Jonathan,Ward,-,1.8937260770855713,,RB,Arizona Cardinals,,
978,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
984,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1003,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
979,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
980,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
974,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
981,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
982,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
983,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1002,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1038,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1004,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1065,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1063,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1062,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1061,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1060,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1059,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
1058,fb9b8ff0-bbe4-4272-9e17-8880942b7167,Josh,Johnson,-,1.8937260770855713,,RB,Seattle Seahawks,,
